sense_id,word_id,word,definition,current_pol,current_speech_pane,proposed_part_of_speech,proposed_domain,proposed_axis_values,proposed_example,confidence,conflict_reason,owner_user_id,owner_user_name,human_part_of_speech,human_domain,human_axis_values,human_example,human_note
6926,14641,حەپس,بەند,بارودۆخی جەستەیی,ناو,ناو,زانستیی پزیشکی › بارودۆخی جەستەیی,,,HIGH,,d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
6927,14642,زاخ,کول,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6928,14642,زاخ,کویل,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6929,14642,زاخ,ئاغەڵی ناو کێو,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6930,14642,زاخ,شەب,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6931,14642,زاخ,زاج,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6932,14642,زاخ,گاشەبەرد,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6933,14642,زاخ,دنە,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6934,14642,زاخ,هانە,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6935,14642,زاخ,خەت,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6936,14642,زاخ,هێڵ,ماددەی کیمیایی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6944,14643,زاخان,بەردەڵانی زۆر چەتون,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6946,14644,زاخاو,تاواوی زاخ کە بۆ قایمکردنەوەی شتی لەق بەکار دەهێندرێت,ماددەی کیمیایی,ناو,ناو,,,,HIGH,پۆل «ماددەی کیمیایی» has no home among the deck's ten (see unmapped.csv),5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6948,14645,زاخاودان,قایمکردن بە زاخ,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6949,14645,زاخاودان,تەخت کردنی کەیف (زاخاوی مێشکم دا),ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6952,14646,زاخاودانەوە,زاخاودان,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
6954,14647,دارچینی,دارچین,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6956,14648,دارچک,دەوەن,گژوگیا,ناو,ناو,,,,HIGH,پۆل «گژوگیا» has no home among the deck's ten (see unmapped.csv),fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6957,14648,دارچک,چڵو,گژوگیا,ناو,ناو,,,,HIGH,پۆل «گژوگیا» has no home among the deck's ten (see unmapped.csv),fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6959,14649,دارجگەرە,دارجغارە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6961,14650,دارجغارە,باسک,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6962,14650,دارجغارە,مۆدئە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6963,14650,دارجغارە,دەمئە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6965,14651,دارتەل,داری بەرز کە تەلەفۆنی بەسەردا رایەڵ کراوە.,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6967,14652,دارتەون,چوارچێوەی تەونگەری,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6968,14652,دارتەون,دارتەڤن,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6970,14653,دارتێل,دارتەل,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6972,14654,دارتەقێنە,دارکوتکە,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6974,14655,دارتەڤن,دەزگای تەونگەران,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6975,14655,دارتەڤن,چوارچێوەی قاڵی چنین,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6977,14656,داربەنک,دارەبەن,درەخت,ناو,ناو,,,,HIGH,پۆل «درەخت» has no home among the deck's ten (see unmapped.csv),fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6978,14656,داربەنک,دارکەسکان,درەخت,ناو,ناو,,,,HIGH,پۆل «درەخت» has no home among the deck's ten (see unmapped.csv),fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
6980,14657,یاخیان,ئەوگوندانەی کوردستان کە بەعس وێران کرد,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=مێ,,HIGH,,d641c5d5-6362-478e-b261-1d3ba03b0e00,sirwan,,,,,
6981,14658,یاخیبون,ئەشقی بون,سیفەت,ناو,ناو,,ڕەگەز=مێ,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",d641c5d5-6362-478e-b261-1d3ba03b0e00,sirwan,,,,,
6982,14659,یاخی گەری,سەرکێشی,دەروون ناسی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv),d641c5d5-6362-478e-b261-1d3ba03b0e00,sirwan,,,,,
6983,14659,یاخی گەری,سەربزێوی,دەروون ناسی,ناو,ناو,,ڕەگەز=مێ,,HIGH,پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv),d641c5d5-6362-478e-b261-1d3ba03b0e00,sirwan,,,,,
6985,14660,راخورین,هەرەشەکردن,باروودۆخ,کار,کار,,,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6986,14660,راخورین,هانەدانی یارە بۆ خۆش رۆیشتن,باروودۆخ,کار,کار,,,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6989,14661,راخوستن,پەنابردن,باروودۆخ,,,,,,LOW,word has no جۆری وشە at all ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6990,14661,راخوستن,چونەژێر داڵدەی,باروودۆخ,,,,,,LOW,word has no جۆری وشە at all ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6993,14662,راخوشین,راخشین,چەمک,,,,,,LOW,word has no جۆری وشە at all ; پۆل «چەمک» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6995,14663,راخە,لە زەویدا پانی بکەوە,ئەنجامدانی کارێک,,,,,,LOW,"word has no جۆری وشە at all ; پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6998,14664,راخەر,رایەخ,کەرەستە,,,کولتووری › کەرەستە,,,LOW,word has no جۆری وشە at all,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
6999,14664,راخەر,بەرەو حەسیرو هەرچی لەسەر زەوی پان دەکرێتەوە,کەرەستە,,,کولتووری › کەرەستە,,,LOW,word has no جۆری وشە at all,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7000,14664,راخەر,کەسێ ژێر ئەنداز پان دەکاتەوە,کەرەستە,,,کولتووری › کەرەستە,,,LOW,word has no جۆری وشە at all,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7003,14665,راد,پەری تیری کەوان,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7004,14665,راد,چوکلەی لای تیری خواروی تیر,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7007,14666,رادار,رابر,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7008,14666,رادار,رێوان,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7009,14666,رادار,ئاگاری رێگە,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7010,14666,رادار,پیتاک وەرگر,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7011,14666,رادار,باجگر,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7015,14667,رادارانە,پیتاکی سەرەری,ماددە,ناو,ناو,,,,HIGH,پۆل «ماددە» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7016,14667,رادارانە,باجێ کەلەڕێگە دەدرێ,ماددە,ناو,ناو,,,,HIGH,پۆل «ماددە» has no home among the deck's ten (see unmapped.csv),79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7018,14668,رادارخانە,جێگەی باج ساندن لەسەررێگە,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7020,14669,راداری,باجگری,,ناو,ناو,,,,HIGH,,79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7022,14670,راداشتن,ریاندنی منداڵ لەسەر دەستان,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7024,14671,رادان,ئەسپاردن بۆ سازکردن,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7025,14671,رادان,وەبەرخۆدان وماشتن,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7026,14671,رادان,زیدە بونی ئاوی دەلیا لە مانگەشەودا,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7027,14671,رادان,دارێ لە باتی گۆڵە بە درگایەوە دەنێن,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7028,14671,رادان,داگیرساندنی سۆبە,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",79dd71fd-aaa5-4f5a-9211-101eeda2d0b8,taraakoy,,,,,
7034,14672,ئاریختێ,میراو،,کەس,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
7035,14672,ئاریختێ,میراب,کەس,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
7036,14673,ئارێز,کەلێکی بەناوبانگە لە نێوان ڕێگای سنە و مەریوان,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=بێلایەن,,HIGH,,f65f7d2f-996a-4df7-a10e-c6e846940032,ahmadaziz,,,,,
7037,14674,حەپسی,ناوی کەسایەتییەکی ناو ئەفلامکارتۆنی عەدنان و لینایە.,باروودۆخ,ناو,ناو,,ڕەگەز=نێر,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7038,14674,حەپسی,زیندانی,باروودۆخ,ناو,ناو,,ڕەگەز=نێر,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7039,14674,حەپسی,بەندی,باروودۆخ,ناو,ناو,,ڕەگەز=نێر,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7040,14675,حەپش,گێل و نەزان,دەستەواژە | بارودۆخی جەستەیی | دەروون ناسی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,HIGH,پۆل «دەستەواژە» has no home among the deck's ten (see unmapped.csv) ; پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7041,14675,حەپش,حۆل,دەستەواژە | بارودۆخی جەستەیی | دەروون ناسی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,HIGH,پۆل «دەستەواژە» has no home among the deck's ten (see unmapped.csv) ; پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7042,14676,حەپلەحورچ,مرۆڤی کورتەباڵای قەڵەو,سیفەت | بارودۆخی جەستەیی,ناو | ئاوەڵناو,,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7043,14677,حەپلەری,جۆرێکی هەنارە,میوە,ناو,ناو,,,,HIGH,پۆل «میوە» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7047,14678,حەپو,هەموو,خەمڵاندن,ئاوەڵناو | ئاوەڵکار,,,,,LOW,word carries several parts of speech (هاوەڵناو / هاوەڵکار); a sense may only have one ; پۆل «خەمڵاندن» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7048,14678,حەپو,گش,خەمڵاندن,ئاوەڵناو | ئاوەڵکار,,,,,LOW,word carries several parts of speech (هاوەڵناو / هاوەڵکار); a sense may only have one ; پۆل «خەمڵاندن» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7049,14678,حەپو,تێکڕا,خەمڵاندن,ئاوەڵناو | ئاوەڵکار,,,,,LOW,word carries several parts of speech (هاوەڵناو / هاوەڵکار); a sense may only have one ; پۆل «خەمڵاندن» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7050,14678,حەپو,تەما,خەمڵاندن,ئاوەڵناو | ئاوەڵکار,,,,,LOW,word carries several parts of speech (هاوەڵناو / هاوەڵکار); a sense may only have one ; پۆل «خەمڵاندن» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7051,14678,حەپو,خەلاسبوو لە زمانی منداڵندا,خەمڵاندن,ئاوەڵناو | ئاوەڵکار,,,,,LOW,word carries several parts of speech (هاوەڵناو / هاوەڵکار); a sense may only have one ; پۆل «خەمڵاندن» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7052,14679,حەپۆل,کەسێک بێکار و گێژە و لە شت تێ ناگات,دەستەواژە | بارودۆخی جەستەیی | دەروون ناسی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,HIGH,پۆل «دەستەواژە» has no home among the deck's ten (see unmapped.csv) ; پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7053,14680,حەپولە,حەپۆل,,,,,,,LOW,word has no جۆری وشە at all,d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7054,14681,زاخدار,تیخی جەوهەردار,کەرەستە | سیفەت,,,کولتووری › کەرەستە,,,LOW,"word has no جۆری وشە at all ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7055,14681,زاخدار,برێتییە لە مرۆی بە حونەر,کەرەستە | سیفەت,,,کولتووری › کەرەستە,,,LOW,"word has no جۆری وشە at all ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7058,14682,زاخر,سەرەدێری بەرداوی,سیفەت | باروودۆخ,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv)",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7059,14682,زاخر,کول,سیفەت | باروودۆخ,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv)",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7060,14682,زاخر,ئاغەڵی لە کێودا براو,سیفەت | باروودۆخ,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv)",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7063,14683,زاخۆ,ناوی مەڵبەند و شارێکە لە کوردستان,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7064,14683,زاخۆ,نام و منطقە شهری در کردستان,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7065,14684,زاخور,رەهۆڵ,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",5f16fc33-8c0b-4cb7-85ab-cf91afdbbcd3,bilalhama,,,,,
7067,14685,حەپەساندن,کەسێک تووشی سەرسورمان بکەیت، یا خود هۆشی لێ بستێنیت,ئەنجامدانی کارێک,ئاوەڵکار,هاوەڵکار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «هاوەڵکار» — they disagree",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7068,14686,حەپەساو,سەرسام,سیفەت | دەروون ناسی,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv) ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7069,14686,حەپەساو,واقوڕ,سیفەت | دەروون ناسی,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «دەروون ناسی» has no home among the deck's ten (see unmapped.csv) ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7070,14687,حەپەسین,حەپەساو,تام,,,,,,LOW,word has no جۆری وشە at all ; پۆل «تام» has no home among the deck's ten (see unmapped.csv),d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7071,14689,حەپەلۆتق,زەرمرەزلیتانێ,ئەنجامدانی کارێک,,,,,,LOW,"word has no جۆری وشە at all ; پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7072,14689,حەپەلۆتق,هەڵبەزو دابەز,ئەنجامدانی کارێک,,,,,,LOW,"word has no جۆری وشە at all ; پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7073,14689,حەپەلۆتق,چەقەو هەرا,ئەنجامدانی کارێک,,,,,,LOW,"word has no جۆری وشە at all ; پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7074,14690,حەپەنتی,زەبەلاح,سیفەت | بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7075,14690,حەپەنتی,تەژەی پانوپۆڕ,سیفەت | بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7076,14691,حەپەنتی,زەبەلاح,سیفەت | بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7077,14691,حەپەنتی,پانوپۆڕ,سیفەت | بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7078,14691,حەپەنتی,مرۆڤێك زر و زەلام بێت,سیفەت | بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
7079,14692,حەپەنگ,حەپۆل,بارودۆخی جەستەیی,ئاوەڵناو,هاوەڵناو,زانستیی پزیشکی › بارودۆخی جەستەیی,ڕەگەز=بێلایەن,,HIGH,,d53e0d86-01bb-4950-863e-beb1e3d81ccf,shkoskur,,,,,
